keyword,title,abstract,publication_date,first_author_display_name,last_author_display_name,institution_display_name,institution_country_code,relevant,justification,year
drug,The Interaction and Compatibility Between a Soft Contact Lens and an Ophthalmic Drug,"To investigate the interaction and compatibility between a soft contact lens (SCL) and an ophthalmic drug.Samples were prepared with the nonionic SCL (groups I and II), the anionic SCL (group IV), and the zwitter ionic SCL (group IV). Chlorpheniramine maleate and sodium cromoglycate were used to measure the drug uptake into the SCL.The results showed the largest drug uptake into the anionic SCL accompanied with dimensional changes and lower drug uptakes into the nonionic and the zwitter ionic SCL with dimensional stability. The cell permeability of the substances when instilled in the eye over the SCL was also measured. The zwitter ionic SCL allowed cell permeability comparable to that by oral administration.These results indicated the possibility for the zwitter ionic SCL as a lens to be worn concomitantly with ophthalmic drug instillation.",2006-07-01,Masumi Kanemoto,Takao Sato,Juntendo University,JP,yes,"Yes, the paper is relevant. It directly investigates the interaction between soft contact lenses and ophthalmic drugs, aligning with the company's focus on soft contact lens manufacturing and their compatibility with drug delivery systems.",2006
drug,Soft Contact Lens with Embedded Microtubes for Sustained and Self-Adaptive Drug Delivery for Glaucoma Treatment,"Because of the physiological and anatomical constraints of the eye, ophthalmic drug delivery is challenging. When applied topically, less than 1% of administered ophthalmic drugs reach the aqueous humor. The delivery of a drug within an efficient therapeutic concentration, to the required site of action, for an extended period of time, is complicated. Herein, a novel type of contact lens device, with embedded microtubes as drug containers, is reported. This device can provide a simple, noninvasive, extended drug release up to 45 days with higher bioavailability and lower risk for adverse effects. Another unique feature of the device is the release of drug triggered by stretching of the contact lens, indicating the possibility for achieving a self-adaptive drug release device for treating glaucoma patients.",2020-09-22,Xiaoke Ding,Gil Ben‐Shlomo,Iowa State University,US,yes,"Yes, the paper is relevant. It discusses a novel soft contact lens designed specifically for sustained drug delivery, addressing the challenges of ophthalmic drug administration, which aligns directly with the company's research objective regarding soft contact lenses and drug delivery manufacturing.",2020
drug,Drug release from liposome coated hydrogels for soft contact lenses: the blinking and temperature effect,"In this article, liposome-based coatings aiming to control drug release from therapeutic soft contact lenses (SCLs) materials are analyzed. A PHEMA based hydrogel material loaded with levofloxacin is used as model system for this research. The coatings are formed by polyelectrolyte layers containing liposomes of 1,2-dimyristoyl-sn-glycero-3-phosphocholine (DMPC) and DMPC + cholesterol (DMPC + CHOL). The effect of friction and temperature on the drug release is investigated. The aim of the friction tests is to simulate the blinking of the eyelid in order to verify if the SCLs materials coated with liposomes are able to keep their properties, in particular the drug release ability. It was observed that under the study conditions, friction did not affect significantly the drug release from the liposome coated PHEMA material. In contrast, increasing the temperature of release leads to an increase of the drug diffusion rate through the hydrogel. This phenomenon is recorded both in the control and in the coated samples. © 2016 Wiley Periodicals, Inc. J Biomed Mater Res Part B: Appl Biomater, 105B: 1799-1807, 2017.",2016-05-18,Patrizia Paradiso,R. Colaço,University of Lisbon,PT,yes,"Yes, the paper is relevant. It investigates drug release mechanisms from liposome-coated hydrogels designed for therapeutic soft contact lenses, directly aligning with the company’s interest in manufacturing and drug delivery systems for soft contact lenses.",2016
drug,Imprinted hydrogels with LbL coating for dual drug release from soft contact lenses materials,,2020-11-04,Diana Silva,Hermínio C. de Sousa,University of Lisbon,PT,yes,"Yes, the paper is relevant as it focuses on imprinted hydrogels with LbL (layer-by-layer) coating for dual drug release specifically from soft contact lens materials. This aligns directly with the company's research objective related to drug delivery and manufacturing processes in the context of soft contact lenses.",2020
drug,pH Sensitive Soft Contact Lens for Selective Drug-Delivery,,2018-01-17,Guenhei Kim,Hyeok Jung Kim,Seoul National University of Science and Technology,KR,yes,"Yes, the paper is relevant. It focuses on a soft contact lens designed for selective drug delivery, directly aligning with the company's research objective on soft contact lenses and drug manufacturing processes.",2018
drug,Role of soft contact lenses and delivery of drugs.,,1976-07-01,V. J. Marmion,Manoj Jain,,,yes,"Yes, the paper is relevant. The title specifically addresses the role of soft contact lenses in drug delivery, which aligns with the company's research objective regarding soft contact lens manufacturing and drug delivery mechanisms.",1976
drug,Adsorption of Actives in Ophthalmological Drugs for Over-The-Counter on Soft Contact Lens Surfaces,"The adsorption of various kinds of ionic/nonionic actives, added in ophthalmological drugs (artificial tear, contact lens wetting solution, eye-drops, and eyewash) for over-the-counter (marketable drugs with no need of any medical prescription) , on soft contact lens (SCL) surfaces has been studied as a function of hydrophobicity of the actives. The common logarithm of the 1-octanol/water partitioning coefficient (AC_log P) has been used in order to normalize the hydrophobicity of the actives employed in this study. No significant adsorption occurs for relatively hydrophilic actives, whereas the adsorption rate is gradually increased with an increase in the hydrophobicity of the actives. This suggests that the adsorption is predominantly governed by the hydrophobic interaction of the actives with the SCL surfaces, although an electrostatic interaction plays an additional role for the adsorption. The most effective adsorption occurs in the following active-lens combinations: cationic actives--the anionic and hydrated lens IV (methacrylic acid-based SCL); anionic actives---the nonionic and hydrated lens II (N-vinyl pyrrolidone-based SCL); and nonionic actives--the anionic and less-hydrated lens III (containing hydrophobic silicone monomers).",2009-01-01,Nobuhito Tabuchi,Tadashi Watanabe,Lion Corporation (Japan),JP,yes,"Yes, the paper is relevant. It investigates the adsorption of actives from ophthalmological drugs on soft contact lens surfaces, which directly relates to the company's focus on soft contact lens manufacturing and the integration of drug delivery systems.",2009
drug,Soft Materials by Design: Unconventional Polymer Networks Give Extreme Properties,"Hydrogels are polymer networks infiltrated with water. Many biological hydrogels in animal bodies such as muscles, heart valves, cartilages, and tendons possess extreme mechanical properties including being extremely tough, strong, resilient, adhesive, and fatigue-resistant. These mechanical properties are also critical for hydrogels' diverse applications ranging from drug delivery, tissue engineering, medical implants, wound dressings, and contact lenses to sensors, actuators, electronic devices, optical devices, batteries, water harvesters, and soft robots. Whereas numerous hydrogels have been developed over the last few decades, a set of general principles that can rationally guide the design of hydrogels using different materials and fabrication methods for various applications remain a central need in the field of soft materials. This review is aimed at synergistically reporting: (i) general design principles for hydrogels to achieve extreme mechanical and physical properties, (ii) implementation strategies for the design principles using unconventional polymer networks, and (iii) future directions for the orthogonal design of hydrogels to achieve multiple combined mechanical, physical, chemical, and biological properties. Because these design principles and implementation strategies are based on generic polymer networks, they are also applicable to other soft materials including elastomers and organogels. Overall, the review will not only provide comprehensive and systematic guidelines on the rational design of soft materials, but also provoke interdisciplinary discussions on a fundamental question: why does nature select soft materials with unconventional polymer networks to constitute the major parts of animal bodies?",2021-04-12,Xuanhe Zhao,Xiaoyu Chen,Massachusetts Institute of Technology,US,yes,"Yes, the paper is relevant. It discusses design principles for hydrogels, which are directly applicable to the development of soft contact lenses, particularly in terms of achieving extreme mechanical properties essential for comfort and functionality. The focus on unconventional polymer networks also aligns with innovative manufacturing strategies in the contact lens industry.",2021
drug,Preparation and characterization of fluorometholone molecular imprinted soft contact lenses as ocular controlled drug delivery systems,,2021-05-19,Parisa Raesian,Maryam Shayani Rad,Mashhad University of Medical Sciences,IR,yes,"Yes, the paper is relevant. It focuses on the preparation and characterization of fluorometholone molecular imprinted soft contact lenses, which directly aligns with the company's research objective of soft contact lens manufacturing and drug delivery systems.",2021
drug,Ophthalmic Drug Delivery through Contact Lenses,"purpose. Currently available ophthalmic drug delivery systems are inefficient and may lead to side effects. To increase efficiency and reduce side effects, the authors propose disposable particle-laden soft contact lenses for ophthalmic drug delivery. methods. The essential idea is to encapsulate the ophthalmic drug formulations in nanoparticles and to disperse these drug-laden particles in the lens material, such as poly-2-hydroxyethyl methacrylate (p-HEMA) hydrogels. The drug-laden p-HEMA hydrogels were synthesized by free radical solution polymerization of the monomers in presence of nanoparticles. The particle-laden hydrogels were characterized by light-transmission and electron microscopy studies. Release profiles of lidocaine, a model hydrophobic drug, were measured by UV-Vis spectrophotometry. results. Microemulsions of hexadecane in water stabilized with a silica shell around the particles produced transparent hydrogels. Contact lenses made with particle-laden hydrogels released therapeutic levels of drug for a few days. conclusions. Particle-laden hydrogels are promising candidates for ophthalmic drug delivery. They are transparent and can release drugs for extended periods. The drug delivery rates can be controlled by varying the loading of nanoparticles in the gel.",2004-06-28,Derya Gulsen,Anuj Chauhan,University of Florida,US,yes,"Yes. The paper discusses a novel approach to drug delivery through soft contact lenses, specifically focusing on the use of particle-laden hydrogels, which aligns closely with the company's research objective of manufacturing drug-delivering soft contact lenses.",2004
drug,Ocular Drug Delivery into the Eyes Using Drug-Releasing Soft Contact Lens,"The impact of visual impairment, such as blindness, on quality of life is immeasurable. However, effective ocular drug delivery into the eyes has not yet been established, primarily due to the impermeability imposed by the blood–retinal barrier (BRB) based on the tight junctions and efflux transporters at the endothelium or the epithelium in oral or intravenous administration, as well as the dilution with tear fluid and excretion through the nasolacrimal duct in eye drop administration. Furthermore, intravitreous injections induce pain and fear in patients. Unmet medical needs persist in ocular diseases such as age-related macular degeneration and diabetic retinopathy. Therefore, innovative non-invasive administration methods should be developed. Drug-releasing soft contact lenses (DR-SCLs) affixed to the eye’s surface can continuously and locally deliver their loaded drugs to the eyes. The use of DR-SCLs is expected to greatly enhance the bioavailability and patient adherence to the drug regimen. It is known that several solute carrier (SLC) transporters are expressed in various parts of the eyes, including the cornea, the ciliary body, and the bulbar conjunctiva. Carrier-mediated transport through SLC transporters may occur in addition to passive diffusion. Moreover, nanoparticles can be loaded into DR-SCLs, offering various intelligent approaches based on modifications to induce receptor-mediated endocytosis/transcytosis or to control the loaded drug release within this delivery system. In this perspective review, I discuss the implementation and potential of DR-SCL-mediated ocular drug delivery, particularly focusing on low-molecular-weight compounds because of their fine distribution in living body, ease of handling, and ease of manufacturing.",2024-04-29,Toshihiko Tashima,,Hamamatsu Photonics (Japan),JP,yes,"Yes, the paper is relevant. It discusses drug-releasing soft contact lenses (DR-SCLs) for ocular drug delivery, which aligns directly with the company's main topic of soft contact lenses and involves aspects of manufacturing and drug administration strategies.",2024
drug,Hydrogels: From soft contact lenses and implants to self‐assembled nanomaterials,"Abstract Hydrogels were the first biomaterials designed for clinical use. Their discovery and applications as soft contact lenses and implants are presented. This early hydrogel research served as a foundation for the expansion of biomedical polymers research into new directions: design of stimuli sensitive hydrogels that abruptly change their properties upon application of an external stimulus (pH, temperature, solvent, electrical field, biorecognition) and hydrogels as carriers for the delivery of drugs, peptides, and proteins. Finally, pathways to self‐assembly of block and graft copolymers into hydrogels of precise 3D structures are introduced. © 2009 Wiley Periodicals, Inc. J Polym Sci Part A: Polym Chem 47: 5929–5946, 2009",2009-10-06,Jindřich Kopeček,,University of Utah,US,yes,"Yes, the paper is relevant. It discusses the applications of hydrogels in soft contact lenses, as well as advancements in drug delivery systems, which align with the company's research objective focused on soft contact lenses and related manufacturing processes.",2009
drug,Numerical simulation of Franz diffusion experiment: Application to drug loaded soft contact lenses,,2017-01-04,Kristinn Guðnason,С. Л. Солодова,University of Iceland,IS,yes,"Yes, the paper is relevant. It focuses on the numerical simulation of a Franz diffusion experiment applied to drug-loaded soft contact lenses, which directly aligns with the research objective concerning soft contact lenses and drug delivery.",2017
drug,Commercial hydrogels for biomedical applications,"Hydrogels are polymeric networks having the ability to absorb a large volume of water. Flexibility, versatility, stimuli-responsive, soft structure are the advantages of hydrogels. It is classified based on its source, preparation, ionic charge, response, crosslinking and physical properties. Hydrogels are used in various fields like agriculture, food industry, biosensor, biomedical, etc. Even though hydrogels are used in various industries, more researches are going in the field of biomedical applications because of its resembles to living tissue, biocompatibility, and biodegradability. Here, we are mainly focused on the commercially available hydrogels used for biomedical applications like wound dressings, contact lenses, cosmetic applications, tissue engineering, and drug delivery.",2020-04-01,Sreeja Harikumar Aswathy,Uttamchand NarendraKumar,Vellore Institute of Technology University,IN,yes,"Yes, the paper is relevant. The abstract discusses the use of hydrogels in biomedical applications, highlighting commercially available hydrogels for contact lenses, which aligns with the company's focus on soft contact lenses and related manufacturing processes.",2020
drug,Equilibrium Binding Interactions Between Lotrafilcon A Soft Contact Lenses and the Two Prostaglandin Antiglaucoma Drugs Bimatoprost and Tafluprost,"Objectives: To determine the equilibrium binding constant (EB) values of bimatoprost and tafluprost drug product formulations in contact with lotrafilcon A soft contact lenses and to characterize the importance of drug molecule hydrophobicity in controlling the binding interactions. Methods: Bimatoprost Ophthalmic Solution and Tafluprost Ophthalmic Solution (Saflutan) were incubated with lotrafilcon A lens material for timed intervals at 25°C and 37°C. Aliquots were withdrawn, filtered, and tested using reverse-phase ultrahigh-performance liquid chromatography with respect to [bimatoprost] or [tafluprost] remaining in the solution. A series of homologous dialkyl phthalate esters and a series of homologous p-hydroxybenzoic acid alkyl esters were also tested as reference compounds. Results: Bimatoprost and tafluprost were rapidly (within 15 min) absorbed from the solution by lotrafilcon A lenses, reaching an equilibrium within 60 min. At any lens:solution (w/v) ratio, the extent of drug binding to lens material was greater for tafluprost than for bimatoprost. The log(EB) values correlated with solute octanol:water partition coefficient (logP) values, indicating that hydrophobic interactions are important in controlling solute partitioning into the lens material. Conclusions: This study established the quantitative relationships between tafluprost and bimatoprost binding to lotrafilcon A lenses. The fraction of bimatoprost or tafluprost that binds to lotrafilcon A increases with increasing lens:solution (w/v) ratio. For a 60 µL dose volume applied to a single contact lens, 16% of initially present bimatoprost remains in the solution, whereas only 6% of initially present tafluprost remains in the solution. These calculations clearly demonstrate that both drugs partition extensively into lotrafilcon A contact lens material. Although the clinical implications of such binding can only be surmised, it would seem prudent to caution contact lens wearers to remove the lenses before administering either prostaglandin drug.",2013-06-14,Richard A. Kenley,Helena Filippone,Allergan (United States),US,yes,"Yes, the paper is relevant. It investigates the interactions between lotrafilcon A soft contact lenses and specific prostaglandin drugs, providing quantitative data on how these drugs bind to the lens material, which aligns with the company's focus on soft contact lens manufacturing and drug interactions.",2013
drug,Effect of antidenaturant drugs on lysozyme deposit formation on soft contact lenses by liquid chromatography-electrochemical detection,,1995-09-01,Antonio Guerrieri,Luigia Sabbatini,University of Basilicata,IT,yes,"Yes, the paper is relevant. It investigates the effects of antidenaturant drugs on lysozyme deposit formation, which directly impacts the performance and manufacturing of soft contact lenses, aligning with the company's research objective.",1995
drug,Hydrogel Contact Lens for Extended Delivery of Ophthalmic Drugs,"Soft contact lenses can improve the bioavailability and prolong the residence time of drugs and, therefore, are ideal drug carriers for ophthalmic drug delivery. Hydrogels are the leading materials of soft contact lenses because of their biocompatibility and transparent characteristic. In order to increase the amount of load drug and to control their release at the expected intervals, many strategies are developed to modify the conventional contact lens as well as the novel hydrogel contact lenses that include (i) polymeric hydrogels with controlled hydrophilic/hydrophobic copolymer ratio; (ii) hydrogels for inclusion of drugs in a colloidal structure dispersed in the contact lenses; (iii) ligand-containing hydrogels; (iv) molecularly imprinted polymeric hydrogels; (v) hydrogel with the surface containing multilayer structure for drugs loading and releasing. The advantages and disadvantages of these strategies in modifying or designing hydrogel contact lenses for extended ophthalmic drug delivery are analyzed in this paper.",2011-01-01,Xiaohong Hu,Lingyun Hao,Jinling Institute of Technology,CN,yes,"Yes, the paper is relevant. It discusses hydrogel contact lenses as drug delivery systems, aligning with the company’s focus on soft contact lenses and drug manufacturing. The strategies outlined for modifying hydrogels directly inform potential advancements in lens production methods related to drug inclusion and controlled release.",2011
drug,Changes in Drug Elution Concentration and Physical Characteristics of Soft Contact Lenses Depending on the Initiator and Crosslinker,"목적: 개시제와 교차결합제의 농도에 따른 소프트콘택트렌즈의 재질을 변화시켜서 재질변화에 대한 물리적 특성 및 약물의 용출량 및 속도를 비교하였다. 방법: HEMA에 개시제인 AIBN과 교차결합제인 EGDMA의 농도을 변화시켜서 콘택트렌즈를 제작하였다. 항균물질인 노플록사신(norfloxacin)은 고분자 중합 시 0.1% 농도로 단량체와 함께 혼합하였다. 재질변화에 따른 물리적 성질 변화를 확인하기 위해 약물용출 농도, 함수율, 굴절률, 단백질 흡착량 등에 대한 실험을 통하여 비교하였으며, 통계분석을 통해 유의성을 확인하였다. 결과: 개시제의 농도을 변화 시킨 콘택트렌즈는 함수율의 변화가 거의 없으며, 굴절률의 값에도 별 변화가 없었다. 교차결합제 농도이 증가하면 함수율이 낮아지고 굴절률이 높아졌다. 약물용출의 농도를 살펴보면 개시제의 변화에 의해서는 많은 변화를 보이지 않았으며, 함수율이 높을수록 용출되는 농도가 증가하였다. 단백질 흡착양은 개시제에 의한 변화는 거의 없었으며 함수율이 낮을수록 흡착되는 양이 증가하였다. 결론: 개시제의 농도에 대한 변화는 특성 변화에 영향력이 거의 없었으며, 교차결합제 농도에 따라서는 많은 변화를 보였다. 교차결합제의 농도가 증가할수록 함수율은 감소하며 굴절률은 증가하였다. 또한 함수율의 증가에 따라 약물이 많이 용출되었으며 단백질의 흡착량은 감소되었다. Purpose: The material properties of contact lenses were measured by varying the amounts of an initiator and a cross-linking agent that are the basis for the manufacture of contact lenses, and the drug delivery effects depending on the material properties of contact lenses were compared. Methods: Contact lens samples were manufactured using HEMA by varying the concentration of the cross-linking agent and the initiator. To investigate the changes in physical characteristics depending on the material properties, the results of the experiments on the amount of drug elution, water content, refractive index, and the amount of protein adsorption were compared. Results: For the contact lenses manufactured by varying the amount of the initiator, the water content hardly changed, and the refractive index also hardly changed. The amount of drug elution was not much affected by the changes in the initiator, but the amount of elution increased as the water content increased. The amount of protein adsorption was hardly affected by the changes in the initiator, but the amount of adsorption increased as the water content decreased. Conclusions: The changes in the properties were hardly affected by the changes in the amount of the initiator, but were significantly affected by the changes in the amount of the cross-linking agent. As the amount of the cross-linking agent increased, the water content decreased, while the refractive index increased. Also, when the water content increased, the amount of drug elution increased, while the amount of protein adsorption decreased.",2014-06-30,Hyun‐Ju Park,Hyun Mee Lee,,,yes,"Yes, the paper is relevant. It investigates the physical characteristics and drug elution properties of soft contact lenses by varying the concentrations of an initiator and a cross-linking agent, aligning closely with the company's focus on soft contact lens manufacturing and drug delivery mechanisms.",2014
drug,New Approach to Drug Delivery in Ophthalmological Practice: Development of Composite Ophthalmological Solution for Drug Loading of Soft Contact Lenses,"Introduction . This article provides a tentative justification of use of soft contact lenses as a carrier of ophthalmological solutions to eye tissues. Aim . The aim of the research is to develop the composition of the ophthalmic transport system for the treatment of glaucoma. Also, the proposed manufacturing algorithms were proposed for drug loading ophthalmological solutions. Materials and methods . Preparation of sodium hyaluronate solution was carried out based on the methodology described in EP 7.0 [01/2011:1472] (Sodium hyaluronate). Results and discussion . The conducted investigation with the purpose to justify a concentration of sodium hyaluronate helped to determine its concentration that gives the viscosity level as close to the upper limit stated in Russian Pharmacopoeia as possible. Buffer solution was chosen with criteria to use as less components in ophthalmological solution as possible. Also, it was found out that the more components are added to the viscous solution, the more viscosity level is decreased. Thus, initial viscosity of solution containing sodium hyaluronate was 149.59 mm 2 /s, and after addition of active pharmaceutical substance it dropped down to 88.49 mm 2 /s and 81.36 mm 2 /s for model solution number 1 and 2, respectively. After addition of citric acid and disodium hydrophosphate, the viscosity of model solution was found to be 78.11 mm 2 /s and 75.28 mm 2 /s for model solution number 1 and 2, respectively. Conclusion . As a result of the studies, two alternative model compositions of an ophthalmic solution for the saturation of soft contact lenses for the treatment of glaucoma were proposed. The choice of active pharmaceutical substances, and excipients has been justified. Technological procedure of preparation of model solution was described and explained, where the most attention was paid on dissolving of sodium hyaluronate in purified water.",2020-11-26,Denis K. Naplekov,E. T. Zhilyakova,Belgorod National Research University,RU,yes,"Yes, the paper is relevant. It focuses on the development of a composite ophthalmological solution for drug loading in soft contact lenses, directly aligning with the company's research objective in drug manufacturing and application.",2020
drug,A novel approach to achieve semi-sustained drug delivery to the eye through asymmetric loading of soft contact lenses,"Soft contact lenses are increasingly being explored as a vehicle for controlled delivery of ophthalmic drugs. However, traditional methods of drug-loading by soaking have limitations such as burst delivery and the release of drugs at the front side of the lens, leading to poor drug efficacy and systemic side effects. This study introduces a new methodology, termed asymmetric drug loading, whereby the ophthalmic drug 'Rebamipide' is attached to and released from the post-lens (=cornea-contacting) surface exclusively. The methodology involves using polymeric microparticles that carry a lipophilic crystalline ophthalmic drug at their surface. These drug-loaded microparticles first transfer the drug to the concave surface of the contact lens, and when worn, the drug is transferred again, now from the lens to the cornea. This is achieved through the diffusion of the drug from one hydrophobic microenvironment (the silicone moieties of the contact lens polymer network) to another hydrophobic microenvironment (the corneal epithelium) over a short pathway. The second drug transfer was observed and studied in experiments using an ex vivo porcine eye model. The results show that the drug amount that was absorbed by the cornea after applying the rebamipide-loaded contact lenses is approximately 3× (10.7 ± 3.1 μg) as much as the amount of rebamipide that gets transferred after the instillation of one eye drop (1% solution (p < 0.001). The new drug-loading method offers a practical and reproducible means of delivering ophthalmic drugs to the cornea through soft contact lenses. The drug payloads achieved are comparable to dosages used during eye drop therapy.",2023-06-01,Malake Sarmout,Yutang Xiao,Affiliated Eye Hospital of Wenzhou Medical College,CN,yes,"Yes, the paper is relevant as it explores a novel method for drug delivery via soft contact lenses, which aligns directly with the company's focus on soft contact lenses in the context of manufacturing and drug incorporation. The study addresses critical challenges in drug delivery efficiency, making it pertinent to both the scientific and regulatory aspects of the company's research objectives.",2023
drug,Nanostructured-based soft contact lenses for controlled delivery of ophthalmic drugs,,2019-07-22,César I. Torres,Nam Sun Wang,"University of Maryland, College Park",US,yes,"Yes, the paper is relevant. The title and abstract indicate a focus on nanostructured soft contact lenses specifically designed for drug delivery, aligning with the company's research objective related to soft contact lenses and drug manufacturing processes.",2019
drug,New drug delivery system in ophthalmology: results studying the surface structure of soft contact lenses from various polymer,"The development of an ophthalmic therapeutic system includes research on the spatial structure of soft contact lens polymers and the study of the processes of saturation and release of medicinal substances from them. This allows you to determine the methods of saturation of contact lenses with medicinal agents and will open up new opportunities in the treatment of ophthalmological diseases. The purpose of this preliminary fragment of large-scale research was to study the surface structure of soft contact lenses made of various polymers. The following polymers were used in the work: Nelfilcon A, Hilafilcon B, Nezofilcon A, Etafilcon A, Lotrafilcon B. The following pharmaceutical substances were used: Brimonidine Tartrate, Betaxolol Hydrochloride, Pyridoxine Hydrochloride. The surface structure of soft contact lenses was studied using atomic force microscopy. Each material under study has a different surface character, which together with the differences in pore properties determines its individuality. Based on this, it should be assumed that the surface of soft contact lenses affects the possibility of their potential use as a means of delivering drug agent molecules to the eye tissues. In all cases of soft contact saturation, the highest absorption capacity was demonstrated by Hilafilcon B and Etafilcon A with a similar surface.",2021-01-01,E. T. Zhilyakova,Denis K. Naplekov,Belgorod National Research University,RU,yes,"Yes, the paper is relevant as it directly studies the surface structure of soft contact lenses made from various polymers and their efficacy in drug delivery, aligning well with the company's focus on soft contact lens manufacturing and drug application. The findings on absorption capacity also support the research objective related to drug saturation in lenses.",2021
drug,Nanoparticle-Laden Contact Lens for Controlled Ocular Delivery of Prednisolone: Formulation Optimization Using Statistical Experimental Design,"Human eye is one of the most accessible organs in the body, nonetheless, its physiology and associated precorneal factors such as nasolacrimal drainage, blinking, tear film, tear turnover, and induced lacrimation has significantly decreased the residence time of any foreign substances including pharmaceutical dosage forms. Soft contact lenses are promising delivery devices that can sustain the drug release and prolong residence time by acting as a geometric barrier to drug diffusion to tear fluid. This study investigates experimental parameters such as composition of polymer mixtures, stabilizer and the amount of active pharmaceutical ingredient on the preparation of a polymeric drug delivery system for the topical ocular administration of Prednisolone. To achieve this goal, prednisolone-loaded poly (lactic-co-glycolic acid) (PLGA) nanoparticles were prepared by single emulsion solvent evaporation method. Prednisolone was quantified using a validated high performance liquid chromatography (HPLC) method. Nanoparticle size was mostly affected by the amount of co-polymer (PLGA) used whereas drug load was mostly affected by amount of prednisolone (API) used. Longer homogenization time along with higher amount of API yielded the smallest size nanoparticles. The nanoparticles prepared had an average particle size of 347.1 ± 11.9 nm with a polydispersity index of 0.081. The nanoparticles were then incorporated in the contact lens mixture before preparing them. Clear and transparent contact lenses were successfully prepared. When the nanoparticle (NP)-loaded contact lenses were compared with control contact lenses (unloaded NP contact lenses), a decrease in hydration by 2% (31.2% ± 1.25% hydration for the 0.2 g loaded NP contact lenses) and light transmission by 8% (unloaded NP contact lenses 94.5% NP 0.2 g incorporated contact lenses 86.23%). The wettability of the contact lenses remained within the desired value (<90 °C) even upon incorporation of the NP. NP alone and NP-loaded contact lenses both displayed a slow in vitro drug release of drug over 24 h; where 42.3% and 10.8% prednisolone release were achieved, respectively. Contact lenses can be used as a medicated device to sustain ocular drug delivery and improve patient compliance; nonetheless, patients and healthcare professionals' acceptability and perceptions of the new formulations entail further investigations.",2016-04-20,Amr ElShaer,Shelan M. Mustafa,Kingston University,GB,yes,"Yes, the paper is relevant. It explores the formulation and optimization of nanoparticle-laden contact lenses for the controlled delivery of prednisolone, aligning with the company's interest in soft contact lenses and drug delivery systems. The findings on manufacturing parameters and drug release kinetics directly relate to the specified research objectives.",2016
drug,Uptake and Release of Ciprofloxacin-HCl From Conventional and Silicone Hydrogel Contact Lens Materials,"Objectives. To investigate the uptake and release characteristics of the antibiotic ciprofloxacin-HCl in conventional and silicone hydrogel lenses, and evaluate their potential as therapeutic drug delivery devices. Methods. Nine differing soft contact lens materials were soaked in a 0.3% ciprofloxacin-HCl solution at 34°C. The uptake of the drug into the lenses was measured by the change in concentration over 24 hours using fluorescence spectrophotometry. The lenses were then placed in a buffered saline solution, and the release of the drug from the lenses was also measured using spectrophotometry. Results. The release of drug varied from 0.016 ± 0.004 mg/lens for lotrafilcon A lenses to 0.42 ± 0.03 mg/lens for etafilcon A lenses, with an average of 0.133 mg/lens. The 3 conventional lenses used in the study released a statistically significantly different amount of drug when compared with the silicone hydrogels. The release of drug was very rapid, with drug release reaching a plateau after no more than 10 minutes for the majority of the lenses. The majority of the lenses were able to release enough drug to achieve minimum inhibitory concentration 90 for most resistant ocular pathogens. Ciprofloxacin was found to heavily precipitate on the etafilcon A lenses during the release phase at physiologic pH. Conclusion. While balafilcon A released the most drug from the silicone hydrogel materials, all materials released the drug too quickly to be effective as drug delivery devices.",2008-09-01,Alex Hui,Adrienne N. Boone,University of Waterloo,CA,yes,"Yes, the paper is relevant. It investigates the drug delivery capabilities of soft contact lens materials, specifically analyzing the uptake and release of ciprofloxacin-HCl, which aligns with the company's focus on soft contact lenses and their potential manufacturing applications.",2008
