main_keyword,patent_id,patent_title,patent_date,patent_abstract,assignee_organization,assignee_country,cpc_group_id,year,cpc_group_title
soft contact lens,4525044,Soft contact lens with surface identification and method of using same,1985-06-25,"A soft contact lens of generally symmetrical concavo-convex configuration and of uniform optical power about its optic axis is provided with an elongated marking in the peripheral portion thereof to permit the user to identify readily the inner surface of the lens. This marking is asymmetrical about its midpoint so that the user can determine the appropriate surface by noting the direction of asymmetry. This marking may be produced as a raised or recessed surface during moulding and casting of the lens, or as a recessed surface subsequently by etching, engraving or the like, or it may be formed by printing of the lens.",,,B29D11/00336,1985,"Producing optical elements, e.g. lenses or prisms -Production of simple or compound lenses-Production of lenses with markings or patterns-having particular surface properties, e.g. a micropattern-by making depressions in the lens surfaces"
soft contact lens,4525563,Oxygen permeable soft contact lens composition,1985-06-25,"A copolymer comprising, PA0 (a) a hydrophilic siloxanylalkyl ester having a structure in which a siloxane part (1) having a terminal acryloyl or methacryloyl group and a siloxane part (2) having a terminal hydrophilic group are bonded through an alkylene chain with each other, PA0 (b) a hydrophilic monomer, and PA0 (c) a hydrophobic monomer is suitable for use in the production of a soft contact lens having a high oxygen permeability and an excellent affinity for the eye tissue which can be worn continuously for a long period of time.","Honda Motor Co., Ltd.",JP,C08F230/08,1985,"Copolymers of compounds having one or more unsaturated aliphatic radicals, each having only one carbon-to-carbon double bond, and containing phosphorus, selenium, tellurium or a metal-containing a metal-containing silicon"
soft contact lens,4463148,Contact lens and compositions,1984-07-31,"A soft contact lens having in preferred embodiment an elliptical inside surface which has a numerical eccentricity of 0.2 to 0.5 and a zenith radium of curvature of 8.0 to 8.4 mm. It preferably consists of a copolymer comprising of 50% to 90% hydroxyethyl-methacrylate (HEMA) by weight, 2% to 20% one or more unsaturated carboxylic acids, 2% to 20% one or more base monomers, 5% to 25% aliphatic acrylate or methacrylate, and 0.1% to 1% of a dialkylene-glycol-dimethacrylate crosslinker.",Titmus Eurocon Kontaktlinsen GmbH & Co. KG.,DE,G02C7/04,1984,Optical parts -Lenses; Lens systems ; ; Methods of designing lenses-Contact lenses for the eyes 
soft contact lens,4460275,"Method and apparatus adapted for automatic or semi-automatic fabrication of ultra-precision opthalmic lenses, e.g., contact lenses",1984-07-17,"A method for forming a plurality of optical surfaces on an optical lens precursor, desirably a ""soft"" contact lens button or blank, to yield a lens adapted for proximate or intimate contact with an eyeball and defined by at least one posterior surface, an edge and at least one anterior surface, is comprised of forming a precision lens precursor, assembling the precursor in a microsurface generating apparatus, ultra-precisely forming the curves or geometry comprising the posterior surface and a portion of the edge to yield a semi-finished lens, blocking the semi-finished lens on an adhesively coated lens block fixture having an ultra-precisely preformed face for intimate precision mating with the posterior surface of the semi-finished lens, reassembling the semi-finished lens/fixture in the microsurface generating apparatus, ultra-precisely forming the curves or geometry comprising the anterior surface and another portion of the edge, and demounting a finished, ultra-precision lens from the blocking fixture. Also disclosed is a fluid-bearing automatic or semi-automatic machine for performing the instant method to ultra-precision, e.g., by computer control.","Automated Optics, Inc.",US,B24B13/0025,1984,Machines or devices designed for grinding or polishing optical surfaces on lenses or surfaces of similar shape on other work; Accessories therefor -for contact lenses
soft contact lens,4450262,Hydrophilic copolymer compositions useful as contact lenses,1984-05-22,"Novel hydrophilic copolymers are prepared containing a major portion of polymerized units of an hydroxyalkyl acrylate or methacrylate monomer and a minor portion of a nitro-substituted aryl acrylate or methacrylate monomer, and optionally with a minor amount of an alkylene glycol diacrylate or methacrylate as a cross-linking agent. These copolymers are made by a free radical polymerization mechanism or by gamma radiation of the reaction mixture. These copolymers are particularly useful as soft contact lens polymers, being extremely resistant to clouding and/or discoloration in use.",Diamond Shamrock Chemicals Company,US,G02B1/043,1984,"Optical elements characterised by the material of which they are made; Optical coatings for optical elements-made of organic materials, e.g. plastics -Lenses-Contact lenses"
soft contact lens,4445362,Method for measurement of the cavity volume of soft contact lenses and the apparatus for this measuring method,1984-05-01,"A soft contact lens is rested freely on a planar or convex (preferably spherical) surface immersed in a liquid. The liquid enclosed between the inner surface of lens and the planar or convex surface is sucked off and the volume of sucked off liquid is measured. A vessel with immersion liquid, having a plane or convex surface of its bottom is provided with a hole, which is connected with a measuring capillary tube through a broadened inlet chamber containing a mercury drop. The measuring capillary tube is furnished with a scale corresponding to its volume and is connected, at the outlet, with a drain or pressure reservoir through a broadened outlet chamber and a unit for pressure variation. The volume sucked off is determined by the shift in the mercury drop.",Ceskoslovenska akademie ved,CZ,G02C7/04,1984,Optical parts -Lenses; Lens systems ; ; Methods of designing lenses-Contact lenses for the eyes 
soft contact lens,4434581,"Apparatus adapted for automatic or semi-automatic fabrication of ultra-precision ophthalmic lenses, e.g., contact lenses",1984-03-06,"A method for forming a plurality of optical surfaces on an optical lens precursor, desirably a ""soft"" contact lens button or blank, to yield a lens adapted for proximate or intimate contact with an eyeball and defined by at least one posterior surface, an edge and at least one anterior surface, is comprised of forming a precision lens precursor, assembling the precursor in a microsurface generating apparatus, ultra-precisely forming the curves or geometry comprising the posterior surface and a portion of the edge to yield a semi-finished lens, blocking the semi-finished lens on an adhesively coated lens block fixture having an ultra-precisely preformed face for intimate precision mating with the posterior surface of the semi-finished lens, reassembling the semi-finished lens/fixture in the microsurface generating apparatus, ultra-precisely forming the curves or geometry comprising the anterior surface and another portion of the edge, and demounting a finished, ultra-precision lens from the blocking fixture. Also disclosed is a fluid-bearing automatic or semi-automatic machine for performing the instant method to ultra-precision, e.g., by computer control.","Automated Optics, Inc.",US,B24B13/0025,1984,Machines or devices designed for grinding or polishing optical surfaces on lenses or surfaces of similar shape on other work; Accessories therefor -for contact lenses
soft contact lens,4415076,Soft contact lens container,1983-11-15,"A soft contact lens container is disclosed for the immersion, preservation, optical measurement, shipping and dispensing of soft contact lenses. The container has an overall cylindrical shape with the cylinder sidewalls divided into mating portions for confining the soft contact lens as well as a liquid saline preservative solution. The cylinder ends are each closed by identical frustrated cones, each cone intruding from the cylinder end and into the cylindrical volume interior of the container. The respective cones from each cylinder end are frustrated by optical flats and confront one another with a small spatial separation so that the soft contact lens is trapped therebetween. Cylinder diameter is chosen to restrict the soft contact lens from passing between the two optical flats of the cone frustrum. In operation, one cylindrical section is filled with soft contact lens saline solution. A soft contact lens is immersed in the solution and the case closed with the remaining and confronting cylindrical lens portion. When equilibrium between the saline solution and soft contact lens is reached, measurement of the lens is made through the optical flats of the container, this measurement being the optical power of the lens or inside curvature of the lens. The container forms a convenient shipping media, minimizes the distorting effect of gravity on the soft contact lens, maintains the required saline solution as well as provides a shockproof environment for lens shipment.",,,A45C11/005,1983,Receptacles for purposes not provided for in groups A45C1/00-A45C9/00 -Contact lens cases 
soft contact lens,4388436,Permeable contact lens,1983-06-14,"A hydrophilic soft contact lens is made from a cross-linked copolymer of an N,N-(C.sub.1 -C.sub.2 alkyl)acrylamide and cyclohexyl methacrylate. The lens has much higher oxygen permeability and better mechanical properties than conventional hydrophilic contact lenses.",National Patent Development Corporation,US,G02B1/043,1983,"Optical elements characterised by the material of which they are made; Optical coatings for optical elements-made of organic materials, e.g. plastics -Lenses-Contact lenses"
soft contact lens,4379893,Surface-treated soft contact lenses,1983-04-12,"A hydrophilic polymer shaped article adapted for use as a soft contact lens is treated to provide at least on the surfaces thereof a modified, less hydrophilic polymeric structure inhibiting penetration by proteins and other substances in the eye environment, whereby development of clouding and discoloration of the lens material during use is significantly retarded.",Diamond Shamrock Corporation,US,C08J7/12,1983,Chemical treatment or coating of shaped articles made of macromolecular substances -Chemical modification
soft contact lens,4354952,Contact lens disinfecting and preserving solution comprising chlorhexidine and salts thereof,1982-10-19,"A disinfecting and/or preserving solution for contact lenses is disclosed. The disinfecting solution is an aqueous solution containing 0.0035 to 0.04 weight percent of an amphoteric surfactant in combination with 0.0005 to 0.01 weight percent of chlorhexidine and 0.002 to 0.025 weight percent of a non-ionic surfactant, optionally together with up to 0.5 weight percent of thimerosal or other enhancers and optional buffers and the like. The binding (or uptake) of preservative by a hydrophilic soft contact lens is reduced by this invention.",BAUSCH & LOMB INCORPORATED,US,C11D3/0078,1982,"Other compounding ingredients of detergent compositions covered in group C11D1/00-Other compounding ingredients characterised by their effect-Compositions for cleaning contact lenses, spectacles or lenses"
soft contact lens,4347198,Producing soft contact lenses,1982-08-31,"A soft contact lens is provided by: pouring an excess amount of an original solution for producing a soft contact lens into a concave mold; placing a convex mold on said concave mold and overflowing the excess of said original solution to thereby uniformly fill said original solution in a space between said concave mold and said convex mold; gelling said original solution between the two molds to form therebetween a lens having a tensile strength of at least about 0.1 kgf/cm.sup.2 ; immersing said lens and said two molds in a liquid to peel said lens from said molds; and extracting the thus-peeled lens via an extraction treatment with water. The ""original solution"" contains: PA0 a component A selected from the group consisting of monomers and hydrophillic polymers wherein the monomers yield hydrophillic component when polymerized; PA0 a compound B selected from the group consisting of monomers and hydrophobic polymers wherein the monomers yield hydrophobic component when polymerized; and PA0 a solvent C the weight ratio of A:B being from about 85:15 to about 55:45 and solvent C being about 5 to 95% by weight.","Toray Industries, Inc.",JP,B29D11/00125,1982,"Producing optical elements, e.g. lenses or prisms -Production of simple or compound lenses-Production of contact lenses-Auxiliary operations, e.g. removing oxygen from the mould, conveying moulds from a storage to the production line in an inert atmosphere"
soft contact lens,4332408,Device for removing and replacing soft contact lenses worn on the human eye,1982-06-01,"Squeezed, the flexible cup of the device forms two convex lips which grip a soft contact lens in place on a human eye, deforms the lens, breaking its fluid suction-bond to the eye, allowing easy and gentle removal of the lens from the eye, without fingers touching the eye. The body of the device has a dished end with an elevated rim, an annular lumen and a depressed central segment, which end safely holds soft contact lenses by the variable suction of a flexible bulb, controllable by sliding the other end of the body into the lumen of the bulb. The lens is released by squeezing the bulb.",,,A61F9/0061,1982,"Methods or devices for treatment of the eyes; Devices for putting in contact-lenses; Devices to correct squinting; Apparatus to guide the blind; Protective devices for the eyes, carried on the body or in the hand -Devices for putting-in contact lenses"
soft contact lens,4326742,Method and apparatus for inserting and removing soft contact lens,1982-04-27,"The apparatus comprises a frame which is positioned over the eyes in front of the forehead so that a recessed portion of the frame fits over the bridge of the nose. An arm pivoted on the frame to swing selectively from in front of one eye to the other, with adjustable stop means to limit the extent of motion, has a slot in the end to receive an insertion device which comprises a slotted collar removably fitted into the end of the swinging arm and supporting a spring biased shaft having a small cup thereon which temporarily retains the soft contact lens by surface tension and not by suction. The removing device comprises a multi-pronged tweezer having arms of stainless steel tipped with a small ball of latex and the arms expand or retract in response to finger movement. To insert a soft contact lens, the spring loaded plunger is mounted in the groove of the swinging arm of the centering frame and the soft contact lens is placed on the rubber cup which is wet with a solution. With the centering frame worn like a pair of glasses, the insertion device is precisely centered over the cornea with the soft contact lens in the cup a few mm. from corneal surface, holding the lower eyelid down as far as comfortable the plunger is moved until the soft contact is in contact with the cornea and the plunger is released pulling the cup from the contact lens. To remove the contact lens, the removal device is placed in the slot of the swinging arm of the centering frame, the plunger is depressed so that the prongs open to about 15 mm. in diameter and while holding the prongs open the device is carefully moved toward the eye until the latex covered soft ends touch the cornea. The plunger is released causing the ends to close thereby retracting and grasping the soft contact lens causing it to buckle thereby breaking the surface tension and the lens is removed. There are different forms of the invention.",,,G02C5/005,1982,"Constructions of non-optical parts-specially adapted for particular purposes, not otherwise provided for or not fully classifiable according to technical characteristics, e.g. therapeutic glasses-Glasses allowing access to one eye, e.g. for make-up application"
soft contact lens,4323850,Measurement of articles,1982-04-06,"In order to measure, for example, the radius of curvature of a soft contact lens, the lens is mounted in a bath of the electrolyte and supported at its periphery on a tubular support. A probe movable along an axis has two electrodes mounted on it and the resistance or impedance between those electrodes and the mount is monitored; when the difference in these resistances or impedances equals a predetermined value, the probe is taken as being a predetermined distance from the lens and the position of the probe relative to the mount is measured by a transducer arrangement. The output from the transducer is converted to digital form and used to address a read-only-memory in which are stored values correlating the position of the probe along the axis with the radius of curvature of the lens.",Kelvin Lenses Limited,GB,G01B3/008,1982,Measuring instruments characterised by the use of mechanical techniques-Details-Arrangements for controlling the measuring force
soft contact lens,4286815,Lens insertion and removal device,1981-09-01,"A device for facilitating the insertion and removal of a soft contact lens from a human eye, including a suction cup, a tunnel extension on one side of the suction cup, a vacuum source for applying vacuum through the suction cup to the lens and a collapsible member between the cup and the vacuum source. Upon placement of the suction cup over the lens such that the tunnel extension extends over the edge of the lens, the edge of the lens under the tunnel is caused to lift from the eye when vacuum is applied thereto and the suction created draws the entire lens against the suction cup. The collapsible member between the vacuum source and the suction cup collapses causing the suction cup holding the contact lens to move automatically away from the eye.",BAUSCH & LOMB INCORPORATED,US,A61F9/0061,1981,"Methods or devices for treatment of the eyes; Devices for putting in contact-lenses; Devices to correct squinting; Apparatus to guide the blind; Protective devices for the eyes, carried on the body or in the hand -Devices for putting-in contact lenses"
soft contact lens,4283139,Instrument for optically measuring soft contact lens parameters,1981-08-11,"Apparatus is disclosed for determining, with improved accuracy, the back vertex power of a hydrated soft contact lens. The increased accuracy is determined by sequentially using several optical modes to provide additional information needed to accurately calculate back vertex power. Lens thickness, sagittal height and posterior radius values are also accurately obtained with the apparatus. Optionally, a mode for determining lens radius and thickness is also disclosed.",American Optical Corporation,US,G01M11/025,1981,Testing of optical apparatus; Testing structures by optical methods not otherwise provided for-Testing optical properties-by measuring geometrical properties or aberrations-by determining the shape of the object to be tested 
soft contact lens,4270039,"Heating unit with indicator for disinfecting soft lenses, or the like",1981-05-26,"An indicator is provided for a heating unit, which heating unit may be used as a soft contact lens disinfecting means, and which includes wax as a heat transfer medium, as a temperature stabilization means, and as a heat storage medium. In accordance with the present invention, an indicator assembly for such a heating unit is provided, and which indicates to the user when the unit is energized, when the unit has reached its proper operating temperature, and when the unit has completed a heating, disinfecting cycle. The indicator assembly of the invention is in the form of a hollow plug which extends into the interior of the heating unit, and which itself is filled with wax. The plug has an indicator disc, which may be of a bright color such as red, attached to its bottom to be visible through the wax in the plug and through the transparent cover of the plug only when the wax within the plug is in a transparent molten state. Since the plug is in contact with the wax in the heating unit itself, the fact that the wax in the plug has reached a transparent molten state is an indication that the wax within the heating unit is also in a molten state, and that the heating unit has reached its operating temperature. The plug also includes a light pipe which extends through it, and which enables the user to see an electric light bulb which is buried in the wax within the interior of the heating unit, and which is energized when the heating unit is energized.","Rincon Industries, Inc.",US,G01K11/06,1981,"Measuring temperature based upon physical or chemical changes not covered by groups G01K3/00, G01K5/00, G01K7/00 or G01K9/00-using melting, freezing, or softening"
soft contact lens,4263054,Contact lens cleaning and rinsing method,1981-04-21,A contact lens cleaning and rinsing method embodying use of a vacuum tool for conveniently retaining a preferably soft contact lens in a positively held position for sequential chemical cleaning and rinsing of both sides thereof preparatory to either thermal or chemical disinfecting of the lens prior to eye contact application and use by the wearer.,,US,A45C11/005,1981,Receptacles for purposes not provided for in groups A45C1/00-A45C9/00 -Contact lens cases 
soft contact lens,4260228,Collagen gel contact lens and method of preparation,1981-04-07,"An improved collagen gel soft contact lens is prepared from an aldehyde-crosslinked, lens-shaped collagen gel containing a water-soluble, aliphatic, monomeric, polyhydroxy compound, e.g., glucose.",Opticol Corp.,US,C08K5/053,1981,Use of organic ingredients-Oxygen-containing compounds -Alcohols; Metal alcoholates-Polyhydroxylic alcohols
soft contact lens,4254248,Contact lens made from polymers of polysiloxane and polycyclic esters of acrylic acid or methacrylic acid,1981-03-03,Monomeric polysiloxanes end-capped with activated unsaturated groups polymerized with a comonomer comprising a polycyclic ester of acrylic acid or methacrylic acid to form a soft contact lens is disclosed. These instant polysiloxane copolymer contact lenses have unexpectedly high tear strengths and unexpectedly high modulus of elasticity.,BAUSCH & LOMB INCORPORATED,US,C08F230/08,1981,"Copolymers of compounds having one or more unsaturated aliphatic radicals, each having only one carbon-to-carbon double bond, and containing phosphorus, selenium, tellurium or a metal-containing a metal-containing silicon"
soft contact lens,4223782,Contact lens cleaning and rinsing device and method,1980-09-23,A contact lens cleaning and rinsing device comprised of a vacuum tool for conveniently retaining a preferably soft contact lens in a positively held position for sequential chemical cleaning and rinsing of both sides thereof prepatory to either thermal or chemical disinfecting of the lens prior to eye contact application and use by the wearer.,,US,A45C11/005,1980,Receptacles for purposes not provided for in groups A45C1/00-A45C9/00 -Contact lens cases 
soft contact lens,4218554,Process for preparing hydrogel contact lenses containing quaternary ammonium salts,1980-08-19,A novel hydrogel soft contact lens and a process for preparation thereof is disclosed which employs quaternary ammonium salts as a co-monomer which provide control over the percent of hydration with as high as 85% hydration obtainable in the resulting lens.,,,C08F220/60,1980,"Copolymers of compounds having one or more unsaturated aliphatic radicals, each having only one carbon-to-carbon double bond, and only one being terminated by only one carboxyl radical or a salt, anhydride ester, amide, imide or nitrile thereof-Monocarboxylic acids having less than ten carbon atoms; Derivatives thereof-Amides or imides-Amides ; , e.g. N,N-dimethylacrylamide or N-isopropylacrylamide-containing nitrogen in addition to the carbonamido nitrogen"
soft contact lens,4207287,Contact lens sterilizer apparatus,1980-06-10,"Method for sterilizing soft contact lenses and the like using methoxymethane while the lenses are in a liquid-wetted state. Methoxymethane on the water-wet surface for a sufficient time kills the microorganisms (bacteria, molds and yeasts) that invade and are entrapped in the pores and irregular surfaces of the hydrophilic materials from which such soft contact lenses are made. An easily portable apparatus for applying this sterilization technique to the lenses is also disclosed. It includes a lens holder that can be held in a chamber that can be pressure-isolated to receive the methoxymethane gas from portable sources. In one form, an indicator shows that the lenses are under sterilization pressure. This novel arrangement dispenses with the inconvenience of using prolonged steaming, or questionable sterilization in disinfecting fluids which may affect the composition of the soft contact lens.",Chevron Research Company,US,A61L2/20,1980,"Methods or apparatus for disinfecting or sterilising materials or objects other than foodstuffs or contact lenses; Accessories therefor -using chemical substances-Gaseous substances, e.g. vapours"
soft contact lens,4199231,Hydrogel contact lens,1980-04-22,"A soft contact lens provided with a front surface whose cross section describes the curve whose equation, in polar coordinates, is .rho.=R+kR(1-cos .theta.)/(1+cos .theta.) where R is the radius of curvature of a spherical lens of power equal at least approximately to the most hyperopic (or least myopic) power meridian of the ametropia plus about one-half of any presbyopic addition required by the patient, and k is a constant of eccentricity which may vary with the hydrophilic properties of the lens material and is determined for each material such that the visual acuity for distance and near vision is 20/20 or better with the aforesaid R value. The value of k lies within the range 0.005 to 0.1.",,,G02C7/028,1980,Optical parts -Lenses; Lens systems ; ; Methods of designing lenses-Methods of designing ophthalmic lenses-Special mathematical design techniques
soft contact lens,4192204,Soft contact lens apparatus,1980-03-11,"A soft contact lens apparatus formed of a resilient material having a generally U-shape. A control portion forms the seat of the U-shape, while an intermediate fulcrum section operates to spread forwardly located finger and tip means as said control portion is squeezed together. When released, the material's resiliency allows the tips to return to their substantially closed position. This return movement is used to pinch the soft contact lens from the eye without injury or damage to the eye or lens since the tips are made of soft yet firm material, and the amount of force is slight and predetermined by the natural resiliency of the material. The apparatus may also be used to insert the lens.",,,A61B17/30,1980,"Surgical instruments, devices or methods -Surgical pincettes, i.e. surgical tweezers ; without pivotal connections "
soft contact lens,4190277,"Device for insertion, manipulation and removal of soft contact lenses",1980-02-26,"A device having an elongated resilient body in the form of an open top trough with upwardly divergent side walls and open at the ends. One end of the body has integral lens gripping pads arranged one on each side wall. The pads are spaced from each other laterally of the body and are movable toward each other by flexure of the side walls. The pads are shaped so that, when they are engaged with a soft contact lens which is installed on the cornea of a human eye and then moved toward each other, they first flex the lens so that its posterior face disconforms to the cornea and air can enter therebeneath and release the adhesion of the lens to the cornea, and then support the lens by the device so that it can be removed from the eye by manipulation of the device. The opposite end of the body is arranged to support the lens in undistorted condition for insertion into the eye by manipulation of the device.",,,A61F9/0061,1980,"Methods or devices for treatment of the eyes; Devices for putting in contact-lenses; Devices to correct squinting; Apparatus to guide the blind; Protective devices for the eyes, carried on the body or in the hand -Devices for putting-in contact lenses"
soft contact lens,4178499,"Heating unit indicator for disinfecting soft lenses, or the like",1979-12-11,"An indicator is provided for a heating unit which may be used as a soft contact lens disinfecting unit and which embodies an exterior construction entirely of thermoplastic material. Wax contained in the unit is used as a heat transfer medium, as a temperature stabilization means, as a heat sotrage medium, and, in accordance with the present invention, as a unique indicator system which enables the user to confirm when the unit has reached the proper operating temperature. The heating unit to be described, is specifically constructed to produce or aid in disinfecting so-called soft contact lenses intended for wearing in contact with the eye. The unit is more generally applicable, and may be used to advantage, when a low cost heating unit is desired which will raise the temperature of an object or a material to a given temperature, maintain it at or above the given temperature for a given time period, and then allow it to cool down and return to an ambient temperature condition.","Rincon Industries, Inc.",US,A61L2/04,1979,Methods or apparatus for disinfecting or sterilising materials or objects other than foodstuffs or contact lenses; Accessories therefor -using physical phenomena-Heat 
soft contact lens,4167283,Apparatus for applying a soft contact lens,1979-09-11,"Apparatus for applying a soft contact lens to the surface of an eye is disclosed to include a thimble section, a cup section and a stem section therebetween. The soft contact lens is retained on the cup section by capillary attraction during placement. The diameter of the cup section is less than the diameter of the lens being placed in order to cause the capillary attraction between the cup section and lens section to be less than the capillary attraction between the lens and the surface of the eye thereby permitting sure and easy placement.",,,A61F9/0061,1979,"Methods or devices for treatment of the eyes; Devices for putting in contact-lenses; Devices to correct squinting; Apparatus to guide the blind; Protective devices for the eyes, carried on the body or in the hand -Devices for putting-in contact lenses"
soft contact lens,4157864,Contact lens eyeball centering support of soft material for use in conjunction with hard contact lens,1979-06-12,"A contact lens eyeball centering support of soft material for use in conjunction with hard corneal contact lenses. The support has the form and the material of a soft contact lens and is characterized by the fact that the central optical part is absent, to create a free opening without usual system. A hard corneal contact lens can, when the support is in position on the eye, be positioned into the free central opening without adhesion. The preferred embodiment of the lens eyeball centering support of soft material has an external diameter of approximately 15 mm and an internal diameter that corresponds approximately to the diameter of a standard commercial corneal hard contact lens.",,,G02C7/048,1979,Optical parts -Lenses; Lens systems ; ; Methods of designing lenses-Contact lenses for the eyes -Means for stabilising the orientation of lenses in the eye
soft contact lens,4158126,"Heating unit for disinfecting soft lenses, or the like",1979-06-12,"A heating unit which may be used as a soft contact lens disinfecting unit and which embodies a case construction entirely of thermoplastic, or other low heat-conductive material. A heat conductive liquid such as molten wax, or oil, or both, is contained in the case and is used as a uniform heat transfer medium between electrical heating elements in the case and the surface of an incubator supported in the case which, likewise, is formed of low heat-conductive material. The heating unit in the embodiment to be described, is specifically constructed to produce or aid in disinfecting so-called soft contact lenses intended for wearing in contact with the eye. The unit is more generally applicable, and may be used to advantage, when a low cost heating unit is desired which will raise the temperature of an object or a material to a given temperature, maintain it at or above the given temperature for a given time period, and then allow it to cool down and return to an ambient temperature condition.",,,H05B1/0252,1979,Details of electric heating devices-Automatic switching arrangements specially adapted to apparatus ; ; Control of heating devices;  -Applications-Domestic applications
soft contact lens,4143017,Process of producing soft contact lenses,1979-03-06,"A soft contact lens having a water content of 20 to 45% and a tensile strength of at least 500 g/mm.sup.2 can be produced by pouring into a mold a composition comprising 70 to 90% by weight of an alkylene glycol monomethacrylate, 0 to 2% by weight of a polyfunctional monomer as a crosslinking agent, 0 to 5% by weight of an unsaturated carboxylic acid containing at least one carboxyl group in its molecule, 2 to 25% by weight of a methacrylic acid ester and 0 to 10% by weight of a vinyl monomer such as vinyl acetate, effecting polymerization of the composition, processing the resulting polymer into a lens, and then hydrating and swelling the lens thus obtained.",Hoya Lens Corporation,JP,G02B1/043,1979,"Optical elements characterised by the material of which they are made; Optical coatings for optical elements-made of organic materials, e.g. plastics -Lenses-Contact lenses"
soft contact lens,4139513,"Copolymer for soft contact lens, its preparation and soft contact lens made thereof",1979-02-13,"A copolymer suitable for use as soft contact lenses, comprising a polymerization product of (a) at least one monomer selected from methyldi(trimethylsiloxy)sylylpropylglycerol methacrylate and methyldi(trimethylsiloxy)sylylpropylglycerolethyl methacrylate, (b) a hydrophilic monomer and (c) a cross-linking agent having at least two copolymerizable functional groups. Soft contact lens made of the above copolymer has excellent oxygen permeability in spite of low water content and can be comfortably worn continuously for a long term without a foreign body sensation and pain.","Toyo Contact Lens Co., Ltd.",JP,G02B1/04,1979,"Optical elements characterised by the material of which they are made; Optical coatings for optical elements-made of organic materials, e.g. plastics "
soft contact lens,4126345,Handling device for soft contact lenses,1978-11-21,"A device for handling soft contact lenses comprises a pair of resilient pincer arms, each arm having one end mutually interconnected and a free end spaced apart from the other free end. A lens cup is attached to the interconnected arm ends and is shaped for receiving and holding a sfot contact lens therein. The free end of each pincer arm includes a soft tip connected therewith, which extends outwardly therefrom, is constructed of a resilient, flexible material, and has a terminal surface shaped for frictionally engaging an outer surface of a soft contact lens. The arms are interconnected for positioning the tips on opposing sides of the lens when the soft contact lens is positioned in the eye of a wearer, whereby convergence of the arms folds the lens between the tips for removal of the lens from the eye.",,,A61F9/0061,1978,"Methods or devices for treatment of the eyes; Devices for putting in contact-lenses; Devices to correct squinting; Apparatus to guide the blind; Protective devices for the eyes, carried on the body or in the hand -Devices for putting-in contact lenses"
soft contact lens,4123098,Contact lens insertion and retraction device,1978-10-31,"This disclosure relates to a contact lens insertion and retraction device which is especially useful for either inserting or retracting a soft contact lens, onto or from the surface of a person's eye. This device utilizes a flexible bulb member, in cooperative combination with an attached tubular-shaped member, for supplying negative (suction) or positive (exhaust) pressure on a contact lens holder portion that is attached to the open or other end of the tubular-shaped member and thereby connected to the flexible bulb member. During the operation of removing the contact lens from the eye, a negative pressure or suction is applied to the contact lens from the contact lens holder portion by squeezing the flexible bulb member. The flexible bulb member also supplies an exhaust pressure on the contact lens by means of inserting the contact lens onto the eye. The contact lens holder portion is removable for asepticizing. Additional features include angling the contact lens holder portion with its attached tubular-shaped member at a preferred angle to permit, through use of a mirror, good visual observation of the insertion and extraction operations. A circular-shaped cavity with a diagonal blocking member is utilized at the end of the contact lens holder portion for optimizing the application of suction and exhaust pressures from the flexible bulb portion to the back portion of the contact lens during the insertion and extraction operations.",,,A61F9/0061,1978,"Methods or devices for treatment of the eyes; Devices for putting in contact-lenses; Devices to correct squinting; Apparatus to guide the blind; Protective devices for the eyes, carried on the body or in the hand -Devices for putting-in contact lenses"
soft contact lens,4121885,Method to produce a composite contact lens,1978-10-24,"A new concept in polymeric prosthetic devices having a portion thereof composed of a hydrophilic polymer is described herein in which distortions and stresses upon the device due to water absorption are minimized or eliminated. Physical properties of the various portions of the device may thus be varied to provide the particular physical parameters required. Compositions of matter and methods of manufacturing the novel prosthetic devices are described. The composition of matter is a polymer which includes a water soluble solid inert substance removable by exposure to water during hydration of the hydrophilic portion of the device, thus eliminating distortions and stresses therein. The hydrophilic polymer described is useful, for example, as one component part of such prosthetic devices as a hard-soft contact lens, cardiovascular implants, etc. useful in aqueous environment wherein stress and deformation of the polymer shape due to hydration must be minimized.","Precision-Cosmet Co., Inc.",US,B29D11/00048,1978,"Producing optical elements, e.g. lenses or prisms -Production of simple or compound lenses-Production of contact lenses-composed of parts with dissimilar composition "
soft contact lens,4095877,Soft contact lens from a macromolecular block copolymer,1978-06-20,"The invention relates to a new type of soft contact lens from a hydrophilic, swelled copolymer, with high swelling capacity, high permeability for oxygen, comparatively high strength and low modulus of elasticity, said characteristics making the lens suitable for permanent wearing. The lens contains, at swelling equilibrium with water at 20.degree. C, from about 50 to about 95% by weight of water, preferably from about 70 to about 90%, and consists of a multiblock copolymer of acrylonitrile with acrylamide, containing, if desired, a minor amount of other monomer units, not exceeding 20 molar percent. The swelled hydrogel contains two distinct but inseparable phases, one of them being polyacrylonitrile detectable by X-ray analysis, the other being amorphous highly solvated hydrophilic polymer containing predominantly acrylamide units.",Ceskoslovenska akademie ved,CZ,G02C7/04,1978,Optical parts -Lenses; Lens systems ; ; Methods of designing lenses-Contact lenses for the eyes 
